"Latitude","Longitude","Chl"
43.5346,16.4739,0.2963043478260869
43.5346,16.4729342,0.4738636363636365
43.5346,16.4720836,0.5035555555555555
43.5348,16.4712882,0.5729999999999997
43.5348,16.4708432,0.423191489361702
43.5345,16.4698035,0.7348484848484849
43.5347,16.469663,0.8040983606557379
43.5343,16.4693,0.8577358490566039
43.5347,16.4691937,0.9825581395348836
43.534,16.4679,0.8799999999999997
43.5346,16.4608,0.8760526315789473
