"Latitude","Longitude","Chl"
43.5345,16.4739,0.23324324324324322
43.5345,16.4733,0.40325
43.5343,16.4722,0.353111111111111
43.5345,16.4712,1.1186915887850468
43.5346,16.4708,0.31411764705882356
43.5346,16.4703,0.5250000000000001
43.5348,16.47,0.4448387096774194
43.5347,16.4692,0.4775000000000001
43.5347,16.4685,0.4148648648648646
