"Latitude","Longitude","Chl"
43.5335,16.4733,0.6409374999999999
43.5342,16.4733,0.7200000000000001
43.5345,16.4726,0.6768181818181818
43.5344,16.4718,0.8306666666666666
43.535,16.4712,0.8678947368421054
43.5347,16.4705,1.0658823529411765
43.5352,16.4698,0.9936363636363637
43.5349,16.4689,1.4125000000000003
43.5354,16.4683,1.214375
43.5347,16.4671,1.896875
