"Latitude","Longitude","Chl"
43.5339,16.4732,1.0811111111111107
43.5346,16.4732,0.6335000000000001
43.5346,16.4719,0.7600000000000001
43.5346,16.4713,0.6992307692307693
43.5346,16.4702,0.7966666666666666
43.5347,16.4693,0.7899999999999999
43.5351,16.4678,0.759090909090909
43.5345,16.4729,0.9664285714285715
43.5346,16.4716,0.42833333333333345
43.5347,16.4707,0.41400000000000003
43.5349,16.4696,0.52
43.535,16.4683,0.8484615384615386
43.5347,16.4671,0.7815789473684212
43.5341,16.465,0.66
