5.924981429477958,3.724553553073082,3.2990625000000002
5.924912912506954,3.802325735088615,1.7483333333333337
5.8683021369121455,3.8356070732810323,2.1768181818181818
5.803647254601019,3.824440657486127,1.4753333333333332
5.755091774572292,3.891060869461406,1.1442105263157891
5.698539072790468,3.857681756041466,1.917692307692308
5.641911242645644,3.913185630597044,3.2872727272727262
5.569192154974929,3.8797940636801522,1.165
5.520648517975804,3.9353056578241024,1.344375
5.423715972914184,3.857454547959467,1.2162499999999998
